id_rec_arrec_detalhe;ano_exercicio;ds_municipio;ds_orgao;mes_referencia;mes_ref_extenso;ds_poder;ds_fonte_recurso;ds_cd_aplicacao_fixo;ds_cd_aplicacao_variavel;ds_categoria;ds_subcategoria;ds_fonte;ds_d1;ds_dd2;ds_d3;ds_tipo;vl_arrecadacao
43875395;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;100 - GERAL TOTAL;12 - Fundo Municipal de Cultura - FMC;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210100 - Remuneração de Depósitos Bancários;13210100 - Remuneração de Depósitos Bancários;13210101 - Remuneração de Depósitos Bancários - Principal;6181,73
43875402;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;100 - GERAL TOTAL;18 - Fundo Social de Solidariedade;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210100 - Remuneração de Depósitos Bancários;13210100 - Remuneração de Depósitos Bancários;13210101 - Remuneração de Depósitos Bancários - Principal;987,10
43875403;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;100 - GERAL TOTAL;20 - Cota Lei Complementar 198/2023;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17100000 - Transferências da União e de suas Entidades;17110000 - Transferências Decorrentes de Participação na Receita da União;17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM;17115110 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal;17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal;34869,28
43875404;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;100 - GERAL TOTAL;20 - Cota Lei Complementar 198/2023;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17100000 - Transferências da União e de suas Entidades;17110000 - Transferências Decorrentes de Participação na Receita da União;17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM;17115110 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal;17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal;-6973,84
43875405;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;100 - GERAL TOTAL;21 - RESEGE -;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210100 - Remuneração de Depósitos Bancários;13210100 - Remuneração de Depósitos Bancários;13210101 - Remuneração de Depósitos Bancários - Principal;2793,43
43875406;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;100 - GERAL TOTAL;21 - RESEGE -;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13900000 - Demais Receitas Patrimoniais;13990000 - Outras Receitas Patrimoniais;13999900 - Outras Receitas Patrimoniais;13999900 - Outras Receitas Patrimoniais;13999901 - Outras Receitas Patrimoniais - Principal;29166,67
43875407;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;100 - GERAL TOTAL;21 - RESEGE -;10000000 - Receitas Correntes;16000000 - Receita de Serviços;16100000 - Serviços Administrativos e Comerciais Gerais;16110000 - Serviços Administrativos e Comerciais Gerais;16110100 - Serviços Administrativos e Comerciais Gerais;16110100 - Serviços Administrativos e Comerciais Gerais;16110101 - Serviços Administrativos e Comerciais Gerais - Principal;46124,70
43875408;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11120000 - Impostos sobre o Patrimônio;11125000 - Imposto sobre a Propriedade Predial e Territorial Urbana;11125000 - Imposto sobre a Propriedade Predial e Territorial Urbana;11125001 - Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;1534581,02
43875409;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11120000 - Impostos sobre o Patrimônio;11125000 - Imposto sobre a Propriedade Predial e Territorial Urbana;11125000 - Imposto sobre a Propriedade Predial e Territorial Urbana;11125002 - Imposto sobre a Propriedade Predial e Territorial Urbana -  Multas e Juros;36544,46
43875410;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11120000 - Impostos sobre o Patrimônio;11125000 - Imposto sobre a Propriedade Predial e Territorial Urbana;11125000 - Imposto sobre a Propriedade Predial e Territorial Urbana;11125003 - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa;686794,84
43875411;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11120000 - Impostos sobre o Patrimônio;11125000 - Imposto sobre a Propriedade Predial e Territorial Urbana;11125000 - Imposto sobre a Propriedade Predial e Territorial Urbana;11125004 - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros;717373,58
43875412;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11120000 - Impostos sobre o Patrimônio;"11125300 - Impostos sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis";"11125300 - Impostos sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis";"11125301 - Impostos sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal";1038003,50
43875413;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11120000 - Impostos sobre o Patrimônio;"11125300 - Impostos sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis";"11125300 - Impostos sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis";"11125302 - Impostos sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis -  Multas e Juros";20010,83
43875416;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11130000 - Impostos sobre a Renda e Proventos de Qualquer Natureza;11130300 - Imposto sobre a Renda - Retido na Fonte;11130310 - Imposto sobre a Renda - Retido na Fonte - Trabalho;11130311 - Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal;3072819,56
43875417;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11130000 - Impostos sobre a Renda e Proventos de Qualquer Natureza;11130300 - Imposto sobre a Renda - Retido na Fonte;11130340 - Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos;11130341 - Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal;188800,24
43875418;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11140000 - Impostos sobre a Produção e Circulação de Mercadorias e Serviços;11145100 - Impostos sobre Serviços;11145110 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;11145111 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal;6114583,41
43875419;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11140000 - Impostos sobre a Produção e Circulação de Mercadorias e Serviços;11145100 - Impostos sobre Serviços;11145110 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;11145112 - Imposto sobre Serviços de Qualquer Natureza - ISSQN -  Multas e Juros;114991,22
43875420;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11140000 - Impostos sobre a Produção e Circulação de Mercadorias e Serviços;11145100 - Impostos sobre Serviços;11145110 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;11145113 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Dívida Ativa;80977,88
43875421;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11140000 - Impostos sobre a Produção e Circulação de Mercadorias e Serviços;11145100 - Impostos sobre Serviços;11145110 - Imposto sobre Serviços de Qualquer Natureza - ISSQN;11145114 - Imposto sobre Serviços de Qualquer Natureza - ISSQN - Dívida Ativa - Multas e Juros;58592,52
43875422;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11200000 - Taxas;11210000 - Taxas pelo Exercício do Poder de Polícia;11210100 - Taxas de Inspeção, Controle e Fiscalização;11210100 - Taxas de Inspeção, Controle e Fiscalização;11210101 - Taxas de Inspeção, Controle e Fiscalização - Principal;292843,94
43875424;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11200000 - Taxas;11220000 - Taxas pela Prestação de Serviços;11220100 - Taxas pela Prestação de Serviços em Geral;11220100 - Taxas pela Prestação de Serviços em Geral;11220101 - Taxas pela Prestação de Serviços em Geral - Principal;292598,51
43875425;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11200000 - Taxas;11220000 - Taxas pela Prestação de Serviços;11220100 - Taxas pela Prestação de Serviços em Geral;11220100 - Taxas pela Prestação de Serviços em Geral;11220103 - Taxas pela Prestação de Serviços em Geral - Dívida Ativa;155097,11
43875426;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11200000 - Taxas;11220000 - Taxas pela Prestação de Serviços;11220100 - Taxas pela Prestação de Serviços em Geral;11220100 - Taxas pela Prestação de Serviços em Geral;11220104 - Taxas pela Prestação de Serviços em Geral - Dívida Ativa - Multas e Juros;2842,63
43875427;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11300000 - Contribuição de Melhoria;11310000 - Contribuição de Melhoria;11315300 - Contribuição de Melhoria para Pavimentação e Obras Complementares;11315300 - Contribuição de Melhoria para Pavimentação e Obras Complementares;11315303 - Contribuição de Melhoria para Pavimentação e Obras Complementares - Dívida Ativa;7198,27
43875429;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;12000000 - Contribuições;12400000 - Contribuição para o Custeio do Serviço de Iluminação Pública;12410000 - Contribuição para o Custeio do Serviço de Iluminação Pública;12415000 - Contribuição para o Custeio do Serviço de Iluminação Pública;12415000 - Contribuição para o Custeio do Serviço de Iluminação Pública;12415001 - Contribuição para o Custeio do Serviço de Iluminação Pública - Principal;611918,88
43875431;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210100 - Remuneração de Depósitos Bancários;13210100 - Remuneração de Depósitos Bancários;13210101 - Remuneração de Depósitos Bancários - Principal;35464,57
43875432;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;16000000 - Receita de Serviços;16100000 - Serviços Administrativos e Comerciais Gerais;16110000 - Serviços Administrativos e Comerciais Gerais;16110100 - Serviços Administrativos e Comerciais Gerais;16110100 - Serviços Administrativos e Comerciais Gerais;16110101 - Serviços Administrativos e Comerciais Gerais - Principal;912986,54
43875433;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;16000000 - Receita de Serviços;16900000 - Outros Serviços;16990000 - Outros Serviços;16999900 - Outros Serviços;16999900 - Outros Serviços;16999901 - Outros Serviços - Principal;3628,27
43875434;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;16000000 - Receita de Serviços;16900000 - Outros Serviços;16990000 - Outros Serviços;16999900 - Outros Serviços;16999900 - Outros Serviços;16999903 - Outros Serviços - Dívida Ativa;83,72
43875435;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17100000 - Transferências da União e de suas Entidades;17110000 - Transferências Decorrentes de Participação na Receita da União;17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM;17115110 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal;17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal;8584384,30
43875436;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17100000 - Transferências da União e de suas Entidades;17110000 - Transferências Decorrentes de Participação na Receita da União;17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM;17115110 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal;17115111 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal;-1716876,83
43875440;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17100000 - Transferências da União e de suas Entidades;17120000 - Transferências das Compensações Financeiras pela Exploração de Recursos Naturais;17125000 - Cota-parte da Compensação Financeira pela Exploração de Recursos Hídricos;17125000 - Cota-parte da Compensação Financeira pela Exploração de Recursos Hídricos;17125001 - Cota-parte da Compensação Financeira pela Exploração de Recursos Hídricos - Principal;11066,03
43875442;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17100000 - Transferências da União e de suas Entidades;17120000 - Transferências das Compensações Financeiras pela Exploração de Recursos Naturais;17129900 - Outras Transferências decorrentes de Compensação Financeira pela Exploração de Recursos Naturais;17129900 - Outras Transferências decorrentes de Compensação Financeira pela Exploração de Recursos Naturais;17129901 - Outras Transferências decorrentes de Compensação Financeira pela Exploração de Recursos Naturais - Principal;73015,44
43875443;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17200000 - Transferências dos Estados e do Distrito Federal e de suas Entidades;17210000 - Participação na Receita dos Estados e Distrito Federal;17215000 - Cota-Parte do ICMS;17215000 - Cota-Parte do ICMS;17215001 - Cota-Parte do ICMS - Principal;7401383,98
43875444;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17200000 - Transferências dos Estados e do Distrito Federal e de suas Entidades;17210000 - Participação na Receita dos Estados e Distrito Federal;17215000 - Cota-Parte do ICMS;17215000 - Cota-Parte do ICMS;17215001 - Cota-Parte do ICMS - Principal;-1480276,78
43875445;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17200000 - Transferências dos Estados e do Distrito Federal e de suas Entidades;17210000 - Participação na Receita dos Estados e Distrito Federal;17215100 - Cota-Parte do IPVA;17215100 - Cota-Parte do IPVA;17215101 - Cota-Parte do IPVA - Principal;11467033,89
43875446;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17200000 - Transferências dos Estados e do Distrito Federal e de suas Entidades;17210000 - Participação na Receita dos Estados e Distrito Federal;17215100 - Cota-Parte do IPVA;17215100 - Cota-Parte do IPVA;17215101 - Cota-Parte do IPVA - Principal;-2293406,79
43875447;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17200000 - Transferências dos Estados e do Distrito Federal e de suas Entidades;17210000 - Participação na Receita dos Estados e Distrito Federal;17215200 - Cota-Parte do IPI - Municípios;17215200 - Cota-Parte do IPI - Municípios;17215201 - Cota-Parte do IPI - Municípios - Principal;46806,74
43875448;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17200000 - Transferências dos Estados e do Distrito Federal e de suas Entidades;17210000 - Participação na Receita dos Estados e Distrito Federal;17215200 - Cota-Parte do IPI - Municípios;17215200 - Cota-Parte do IPI - Municípios;17215201 - Cota-Parte do IPI - Municípios - Principal;-9361,35
43875449;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;19000000 - Outras Receitas Correntes;19100000 - Multas Administrativas, Contratuais e Judiciais;19110000 - Multas Administrativas, Contratuais e Judiciais;19110100 - Multas Previstas em Legislação Específica;19110100 - Multas Previstas em Legislação Específica;19110102 - Multas Previstas em Legislação Específica -  Multas e Juros;22791,47
43875450;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;19000000 - Outras Receitas Correntes;19200000 - Indenizações, Restituições e Ressarcimentos;19220000 - Restituições;19225000 - Restituições de Recursos Recebidos do SUS;19225000 - Restituições de Recursos Recebidos do SUS;19225001 - Restituições de Recursos Recebidos do SUS - Principal;929,48
43875452;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;19000000 - Outras Receitas Correntes;19900000 - Demais Receitas Correntes;19990000 - Outras Receitas Correntes;19999900 - Outras Receitas;19999920 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias;19999921 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias   - Principal;192858,77
43875453;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;19000000 - Outras Receitas Correntes;19900000 - Demais Receitas Correntes;19990000 - Outras Receitas Correntes;19999900 - Outras Receitas;19999920 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias;19999923 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias   - Dívida Ativa;81661,42
43875457;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;111 - REMUNERAÇÃO DE APLICAÇÕES FINANCEIRAS;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210100 - Remuneração de Depósitos Bancários;13210100 - Remuneração de Depósitos Bancários;13210101 - Remuneração de Depósitos Bancários - Principal;627,07
43875461;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;121 - REMUNERAÇÃO DE APLICAÇÕES FINANCEIRAS;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210100 - Remuneração de Depósitos Bancários;13210100 - Remuneração de Depósitos Bancários;13210101 - Remuneração de Depósitos Bancários - Principal;85474,46
43875462;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;130 - CIDE - CONTRIBUIÇÃO DE INTERVENÇÃO NO DOMÍNIO ECONÔMICO;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;17000000 - Transferências Correntes;17200000 - Transferências dos Estados e do Distrito Federal e de suas Entidades;17210000 - Participação na Receita dos Estados e Distrito Federal;17215300 - Cota-Parte da Contribuição de Intervenção no Domínio Econômico;17215300 - Cota-Parte da Contribuição de Intervenção no Domínio Econômico;17215301 - Cota-Parte da Contribuição de Intervenção no Domínio Econômico - Principal;29399,21
43875463;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;1;Janeiro;EXECUTIVO;01 - TESOURO;131 - REMUNERAÇÃO DE APLICAÇÕES FINANCEIRAS;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210100 - Remuneração de Depósitos Bancários;13210100 - Remuneração de Depósitos Bancários;13210101 - Remuneração de Depósitos Bancários - Principal;188,37
