id_rec_arrec_detalhe;ano_exercicio;ds_municipio;ds_orgao;mes_referencia;mes_ref_extenso;ds_poder;ds_fonte_recurso;ds_cd_aplicacao_fixo;ds_cd_aplicacao_variavel;ds_categoria;ds_subcategoria;ds_fonte;ds_d1;ds_dd2;ds_d3;ds_tipo;vl_arrecadacao
44224314;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;3;Março;EXECUTIVO;06 - OUTRAS FONTES DE RECURSOS;500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS;28 - FUMCAD;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210100 - Remuneração de Depósitos Bancários;13210100 - Remuneração de Depósitos Bancários;13210101 - Remuneração de Depósitos Bancários - Principal;3806,60
44224315;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;3;Março;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;600 - RPPS - RECURSOS ESPECÍFICOS - OUTRAS FONTES;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;19000000 - Outras Receitas Correntes;19900000 - Demais Receitas Correntes;19990000 - Outras Receitas Correntes;19990300 - Compensações Financeiras entre o Regime Geral e os Regimes Próprios de Previdência e Sistema de Proteção Social;19990300 - Compensações Financeiras entre o Regime Geral e os Regimes Próprios de Previdência e Sistema de Proteção Social;19990301 - Compensações Financeiras entre o Regime Geral e os Regimes Próprios de Previdência e Sistema de Proteção Social - Principal;1056262,43
44224316;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;3;Março;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;601 - REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - PLANO FINANCEIRO;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;12000000 - Contribuições;12100000 - Contribuições Sociais;12150000 - Contribuições para  Regimes Próprios de Previdência e Sistema de Proteção Social;12150100 - Contribuição do Servidor Civil;12150110 - Contribuição do Servidor Civil Ativo;12150111 - Contribuição do Servidor Civil Ativo - Principal;6898,30
44224317;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;3;Março;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;601 - REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - PLANO FINANCEIRO;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;19000000 - Outras Receitas Correntes;19900000 - Demais Receitas Correntes;19990000 - Outras Receitas Correntes;19999900 - Outras Receitas;19999920 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias;19999921 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias   - Principal;22,00
44224318;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;3;Março;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;601 - REGIME PRÓPRIO DE PREVIDÊNCIA SOCIAL - PLANO FINANCEIRO;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;70000000 - Receitas Correntes - Intra OFSS;72000000 - Contribuições - Intra OFSS;72100000 - Contribuições Sociais - Intra OFSS;72150000 - Contribuições para  Regimes Próprios de Previdência e Sistema de Proteção Social - Intra OFSS;72150200 - Contribuição Patronal - Servidor Civil - Intra OFSS;72150210 - Contribuição Patronal - Servidor Civil Ativo - Intra OFSS;72150211 - Contribuição Patronal - Servidor Civil Ativo - Principal - Intra OFSS;10840,21
44224319;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;3;Março;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;603 - RECURSOS VINCULADOS AO RPPS - PLANO PREVIDÊNCIÁRIO - PODER EXECUTIVO MUNICIPAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;12000000 - Contribuições;12100000 - Contribuições Sociais;12150000 - Contribuições para  Regimes Próprios de Previdência e Sistema de Proteção Social;12150100 - Contribuição do Servidor Civil;12150110 - Contribuição do Servidor Civil Ativo;12150111 - Contribuição do Servidor Civil Ativo - Principal;101676,29
44224320;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;3;Março;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;603 - RECURSOS VINCULADOS AO RPPS - PLANO PREVIDÊNCIÁRIO - PODER EXECUTIVO MUNICIPAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;70000000 - Receitas Correntes - Intra OFSS;72000000 - Contribuições - Intra OFSS;72100000 - Contribuições Sociais - Intra OFSS;72150000 - Contribuições para  Regimes Próprios de Previdência e Sistema de Proteção Social - Intra OFSS;72150200 - Contribuição Patronal - Servidor Civil - Intra OFSS;72150210 - Contribuição Patronal - Servidor Civil Ativo - Intra OFSS;72150211 - Contribuição Patronal - Servidor Civil Ativo - Principal - Intra OFSS;159777,08
44224321;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;3;Março;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;605 - RECURSOS VINCULADOS AO RPPS - PLANO FINANCEIRO - PODER EXECUTIVO MUNICIPAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;12000000 - Contribuições;12100000 - Contribuições Sociais;12150000 - Contribuições para  Regimes Próprios de Previdência e Sistema de Proteção Social;12150100 - Contribuição do Servidor Civil;12150110 - Contribuição do Servidor Civil Ativo;12150111 - Contribuição do Servidor Civil Ativo - Principal;2050940,57
44224322;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;3;Março;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;605 - RECURSOS VINCULADOS AO RPPS - PLANO FINANCEIRO - PODER EXECUTIVO MUNICIPAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;19000000 - Outras Receitas Correntes;19200000 - Indenizações, Restituições e Ressarcimentos;19220000 - Restituições;19229900 - Outras Restituições;19229900 - Outras Restituições;19229901 - Outras Restituições - Principal;51,61
44224323;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;3;Março;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;605 - RECURSOS VINCULADOS AO RPPS - PLANO FINANCEIRO - PODER EXECUTIVO MUNICIPAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;19000000 - Outras Receitas Correntes;19900000 - Demais Receitas Correntes;19990000 - Outras Receitas Correntes;19999900 - Outras Receitas;19999920 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias;19999921 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias   - Principal;513597,39
44224324;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;3;Março;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;605 - RECURSOS VINCULADOS AO RPPS - PLANO FINANCEIRO - PODER EXECUTIVO MUNICIPAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;70000000 - Receitas Correntes - Intra OFSS;72000000 - Contribuições - Intra OFSS;72100000 - Contribuições Sociais - Intra OFSS;72150000 - Contribuições para  Regimes Próprios de Previdência e Sistema de Proteção Social - Intra OFSS;72150200 - Contribuição Patronal - Servidor Civil - Intra OFSS;72150210 - Contribuição Patronal - Servidor Civil Ativo - Intra OFSS;72150211 - Contribuição Patronal - Servidor Civil Ativo - Principal - Intra OFSS;2491597,07
44224325;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;3;Março;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;605 - RECURSOS VINCULADOS AO RPPS - PLANO FINANCEIRO - PODER EXECUTIVO MUNICIPAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;70000000 - Receitas Correntes - Intra OFSS;79000000 - Outras Receitas Correntes - Intra OFSS;79900000 - Demais Receitas Correntes - Intra OFSS;79990000 - Outras Receitas Correntes - Intra OFSS;79990100 - Aportes Periódicos para Amortização de Déficit Atuarial do Regimes Próprios de Previdência e Sistema de Proteção Social - Intra OFSS;79990100 - Aportes Periódicos para Amortização de Déficit Atuarial do Regimes Próprios de Previdência e Sistema de Proteção Social - Intra OFSS;79990101 - Aportes Periódicos para Amortização de Déficit Atuarial do Regimes Próprios de Previdência e Sistema de Proteção Social - Principal - Intra OFSS;3672933,73
44224326;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;3;Março;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;605 - RECURSOS VINCULADOS AO RPPS - PLANO FINANCEIRO - PODER EXECUTIVO MUNICIPAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;70000000 - Receitas Correntes - Intra OFSS;79000000 - Outras Receitas Correntes - Intra OFSS;79900000 - Demais Receitas Correntes - Intra OFSS;79990000 - Outras Receitas Correntes - Intra OFSS;79999900 - Outras Receitas - Intra OFSS;79999920 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias   - Intra OFSS;79999921 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias   - Principal - Intra OFSS;440040,98
44224327;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;3;Março;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;606 - RECURSOS VINCULADOS AO RPPS - PLANO FINANCEIRO - PODER LEGISLATIVO MUNICIPAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;12000000 - Contribuições;12100000 - Contribuições Sociais;12150000 - Contribuições para  Regimes Próprios de Previdência e Sistema de Proteção Social;12150100 - Contribuição do Servidor Civil;12150110 - Contribuição do Servidor Civil Ativo;12150111 - Contribuição do Servidor Civil Ativo - Principal;45180,81
44224328;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;3;Março;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;606 - RECURSOS VINCULADOS AO RPPS - PLANO FINANCEIRO - PODER LEGISLATIVO MUNICIPAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;19000000 - Outras Receitas Correntes;19900000 - Demais Receitas Correntes;19990000 - Outras Receitas Correntes;19999900 - Outras Receitas;19999920 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias;19999921 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias   - Principal;865,07
44224329;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;3;Março;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;606 - RECURSOS VINCULADOS AO RPPS - PLANO FINANCEIRO - PODER LEGISLATIVO MUNICIPAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;70000000 - Receitas Correntes - Intra OFSS;72000000 - Contribuições - Intra OFSS;72100000 - Contribuições Sociais - Intra OFSS;72150000 - Contribuições para  Regimes Próprios de Previdência e Sistema de Proteção Social - Intra OFSS;72150200 - Contribuição Patronal - Servidor Civil - Intra OFSS;72150210 - Contribuição Patronal - Servidor Civil Ativo - Intra OFSS;72150211 - Contribuição Patronal - Servidor Civil Ativo - Principal - Intra OFSS;49259,09
44224330;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;3;Março;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;606 - RECURSOS VINCULADOS AO RPPS - PLANO FINANCEIRO - PODER LEGISLATIVO MUNICIPAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;70000000 - Receitas Correntes - Intra OFSS;79000000 - Outras Receitas Correntes - Intra OFSS;79900000 - Demais Receitas Correntes - Intra OFSS;79990000 - Outras Receitas Correntes - Intra OFSS;79999900 - Outras Receitas - Intra OFSS;79999920 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias   - Intra OFSS;79999921 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias   - Principal - Intra OFSS;1565,98
44315719;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;4;Abril;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;600 - RPPS - RECURSOS ESPECÍFICOS - OUTRAS FONTES;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;19000000 - Outras Receitas Correntes;19900000 - Demais Receitas Correntes;19990000 - Outras Receitas Correntes;19990300 - Compensações Financeiras entre o Regime Geral e os Regimes Próprios de Previdência e Sistema de Proteção Social;19990300 - Compensações Financeiras entre o Regime Geral e os Regimes Próprios de Previdência e Sistema de Proteção Social;19990301 - Compensações Financeiras entre o Regime Geral e os Regimes Próprios de Previdência e Sistema de Proteção Social - Principal;973758,26
44315720;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;4;Abril;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;603 - RECURSOS VINCULADOS AO RPPS - PLANO PREVIDÊNCIÁRIO - PODER EXECUTIVO MUNICIPAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;12000000 - Contribuições;12100000 - Contribuições Sociais;12150000 - Contribuições para  Regimes Próprios de Previdência e Sistema de Proteção Social;12150100 - Contribuição do Servidor Civil;12150110 - Contribuição do Servidor Civil Ativo;12150111 - Contribuição do Servidor Civil Ativo - Principal;1742262,32
44315721;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;4;Abril;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;603 - RECURSOS VINCULADOS AO RPPS - PLANO PREVIDÊNCIÁRIO - PODER EXECUTIVO MUNICIPAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;70000000 - Receitas Correntes - Intra OFSS;72000000 - Contribuições - Intra OFSS;72100000 - Contribuições Sociais - Intra OFSS;72150000 - Contribuições para  Regimes Próprios de Previdência e Sistema de Proteção Social - Intra OFSS;72150200 - Contribuição Patronal - Servidor Civil - Intra OFSS;72150210 - Contribuição Patronal - Servidor Civil Ativo - Intra OFSS;72150211 - Contribuição Patronal - Servidor Civil Ativo - Principal - Intra OFSS;2737841,17
44315722;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;4;Abril;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;605 - RECURSOS VINCULADOS AO RPPS - PLANO FINANCEIRO - PODER EXECUTIVO MUNICIPAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;12000000 - Contribuições;12100000 - Contribuições Sociais;12150000 - Contribuições para  Regimes Próprios de Previdência e Sistema de Proteção Social;12150100 - Contribuição do Servidor Civil;12150130 - Contribuição do Servidor Civil - Pensionistas;12150131 - Contribuição do Servidor Civil - Pensionistas - Principal;26952,30
44315723;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;4;Abril;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;605 - RECURSOS VINCULADOS AO RPPS - PLANO FINANCEIRO - PODER EXECUTIVO MUNICIPAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;19000000 - Outras Receitas Correntes;19900000 - Demais Receitas Correntes;19990000 - Outras Receitas Correntes;19999900 - Outras Receitas;19999920 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias;19999921 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias   - Principal;517472,73
44315724;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;4;Abril;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;605 - RECURSOS VINCULADOS AO RPPS - PLANO FINANCEIRO - PODER EXECUTIVO MUNICIPAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;70000000 - Receitas Correntes - Intra OFSS;79000000 - Outras Receitas Correntes - Intra OFSS;79900000 - Demais Receitas Correntes - Intra OFSS;79990000 - Outras Receitas Correntes - Intra OFSS;79990100 - Aportes Periódicos para Amortização de Déficit Atuarial do Regimes Próprios de Previdência e Sistema de Proteção Social - Intra OFSS;79990100 - Aportes Periódicos para Amortização de Déficit Atuarial do Regimes Próprios de Previdência e Sistema de Proteção Social - Intra OFSS;79990101 - Aportes Periódicos para Amortização de Déficit Atuarial do Regimes Próprios de Previdência e Sistema de Proteção Social - Principal - Intra OFSS;1818581,81
44315725;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;4;Abril;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;606 - RECURSOS VINCULADOS AO RPPS - PLANO FINANCEIRO - PODER LEGISLATIVO MUNICIPAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;12000000 - Contribuições;12100000 - Contribuições Sociais;12150000 - Contribuições para  Regimes Próprios de Previdência e Sistema de Proteção Social;12150100 - Contribuição do Servidor Civil;12150120 - Contribuição do Servidor Civil Inativo;12150121 - Contribuição do Servidor Civil Inativo - Principal;466747,41
44315726;2025;Votorantim;FUNDAÇÃO DA SEGURIDADE SOCIAL DOS FUNCIONÁRIOS PÚBLICOS DO MUNICÍPIO DE VOTORANTIM;4;Abril;EXECUTIVO;04 - RECURSOS PRÓPRIOS DA ADMINISTRAÇÃO INDIRETA;606 - RECURSOS VINCULADOS AO RPPS - PLANO FINANCEIRO - PODER LEGISLATIVO MUNICIPAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;70000000 - Receitas Correntes - Intra OFSS;79000000 - Outras Receitas Correntes - Intra OFSS;79900000 - Demais Receitas Correntes - Intra OFSS;79990000 - Outras Receitas Correntes - Intra OFSS;79999900 - Outras Receitas - Intra OFSS;79999920 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias   - Intra OFSS;79999921 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias   - Principal - Intra OFSS;443419,60
44324953;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;4;Abril;EXECUTIVO;01 - TESOURO;310 - SAÚDE - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;19000000 - Outras Receitas Correntes;19200000 - Indenizações, Restituições e Ressarcimentos;19220000 - Restituições;19220100 - Restituição de Convênios;19220110 - Restituição de Convênios - Primárias;19220111 - Restituição de Convênios - Primárias - Principal;-49890,53
44324954;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;4;Abril;EXECUTIVO;05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS;800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo;37 - Emenda de Custeio 37770002 - Vitor Lippi;20000000 - Receitas de Capital;24000000 - Transferências de Capital;24100000 - Transferências da União e de suas Entidades;24110000 - Transferências de Recursos do Sistema Único de Saúde - SUS;24115100 - Transferências de Recursos do Sistema Único de Saúde - SUS - Fundo a Fundo - Bloco de Estruturação da Rede de Serviços Públicos de Saúde;24115110 - Transferências de Recursos do Bloco de Estruturação da Rede de Serviços Públicos de Saúde - Atenção Primária;24115111 - Transferências de Recursos do Bloco de Estruturação da Rede de Serviços Públicos de Saúde - Atenção Primária - Principal;-1735,70
44324955;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;4;Abril;EXECUTIVO;01 - TESOURO;100 - GERAL TOTAL;21 - RESEGE -;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210100 - Remuneração de Depósitos Bancários;13210100 - Remuneração de Depósitos Bancários;13210101 - Remuneração de Depósitos Bancários - Principal;133503,24
44324956;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;4;Abril;EXECUTIVO;01 - TESOURO;100 - GERAL TOTAL;21 - RESEGE -;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13900000 - Demais Receitas Patrimoniais;13990000 - Outras Receitas Patrimoniais;13999900 - Outras Receitas Patrimoniais;13999900 - Outras Receitas Patrimoniais;13999901 - Outras Receitas Patrimoniais - Principal;29166,67
44324957;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;4;Abril;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11120000 - Impostos sobre o Patrimônio;11125000 - Imposto sobre a Propriedade Predial e Territorial Urbana;11125000 - Imposto sobre a Propriedade Predial e Territorial Urbana;11125001 - Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;5312236,80
44324958;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;4;Abril;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11120000 - Impostos sobre o Patrimônio;11125000 - Imposto sobre a Propriedade Predial e Territorial Urbana;11125000 - Imposto sobre a Propriedade Predial e Territorial Urbana;11125002 - Imposto sobre a Propriedade Predial e Territorial Urbana -  Multas e Juros;29921,82
44324959;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;4;Abril;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11120000 - Impostos sobre o Patrimônio;11125000 - Imposto sobre a Propriedade Predial e Territorial Urbana;11125000 - Imposto sobre a Propriedade Predial e Territorial Urbana;11125003 - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa;748290,62
44324960;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;4;Abril;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11120000 - Impostos sobre o Patrimônio;11125000 - Imposto sobre a Propriedade Predial e Territorial Urbana;11125000 - Imposto sobre a Propriedade Predial e Territorial Urbana;11125004 - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros;780481,27
44324961;2025;Votorantim;PREFEITURA MUNICIPAL DE VOTORANTIM;4;Abril;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11120000 - Impostos sobre o Patrimônio;"11125300 - Impostos sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis";"11125300 - Impostos sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis";"11125301 - Impostos sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal";1125016,79
